DateKey,Date,Day,Month,MonthShort,MonthNo,Quarter,Year,CalendarSemester
20220323,2022-03-23,Wednesday,March,Mar,3,1,2022,1
20220324,2022-03-24,Thursday,March,Mar,3,1,2022,1
20220325,2022-03-25,Friday,March,Mar,3,1,2022,1
20220326,2022-03-26,Saturday,March,Mar,3,1,2022,1
20220327,2022-03-27,Sunday,March,Mar,3,1,2022,1
20220328,2022-03-28,Monday,March,Mar,3,1,2022,1
20220329,2022-03-29,Tuesday,March,Mar,3,1,2022,1
20220330,2022-03-30,Wednesday,March,Mar,3,1,2022,1
20220331,2022-03-31,Thursday,March,Mar,3,1,2022,1
20220401,2022-04-01,Friday,April,Apr,4,2,2022,1
20220402,2022-04-02,Saturday,April,Apr,4,2,2022,1
20220403,2022-04-03,Sunday,April,Apr,4,2,2022,1
20220404,2022-04-04,Monday,April,Apr,4,2,2022,1
20220405,2022-04-05,Tuesday,April,Apr,4,2,2022,1
20220406,2022-04-06,Wednesday,April,Apr,4,2,2022,1
20220407,2022-04-07,Thursday,April,Apr,4,2,2022,1
20220408,2022-04-08,Friday,April,Apr,4,2,2022,1
20220409,2022-04-09,Saturday,April,Apr,4,2,2022,1
20220410,2022-04-10,Sunday,April,Apr,4,2,2022,1
20220411,2022-04-11,Monday,April,Apr,4,2,2022,1
20220412,2022-04-12,Tuesday,April,Apr,4,2,2022,1
20220413,2022-04-13,Wednesday,April,Apr,4,2,2022,1
20220414,2022-04-14,Thursday,April,Apr,4,2,2022,1
20220415,2022-04-15,Friday,April,Apr,4,2,2022,1
20220416,2022-04-16,Saturday,April,Apr,4,2,2022,1
20220417,2022-04-17,Sunday,April,Apr,4,2,2022,1
20220418,2022-04-18,Monday,April,Apr,4,2,2022,1
20220419,2022-04-19,Tuesday,April,Apr,4,2,2022,1
20220420,2022-04-20,Wednesday,April,Apr,4,2,2022,1
20220421,2022-04-21,Thursday,April,Apr,4,2,2022,1
20220422,2022-04-22,Friday,April,Apr,4,2,2022,1
20220423,2022-04-23,Saturday,April,Apr,4,2,2022,1
20220424,2022-04-24,Sunday,April,Apr,4,2,2022,1
20220425,2022-04-25,Monday,April,Apr,4,2,2022,1
20220426,2022-04-26,Tuesday,April,Apr,4,2,2022,1
20220427,2022-04-27,Wednesday,April,Apr,4,2,2022,1
20220428,2022-04-28,Thursday,April,Apr,4,2,2022,1
20220429,2022-04-29,Friday,April,Apr,4,2,2022,1
20220430,2022-04-30,Saturday,April,Apr,4,2,2022,1
20220501,2022-05-01,Sunday,May,May,5,2,2022,1
20220502,2022-05-02,Monday,May,May,5,2,2022,1
20220503,2022-05-03,Tuesday,May,May,5,2,2022,1
20220504,2022-05-04,Wednesday,May,May,5,2,2022,1
20220505,2022-05-05,Thursday,May,May,5,2,2022,1
20220506,2022-05-06,Friday,May,May,5,2,2022,1
20220507,2022-05-07,Saturday,May,May,5,2,2022,1
20220508,2022-05-08,Sunday,May,May,5,2,2022,1
20220509,2022-05-09,Monday,May,May,5,2,2022,1
20220510,2022-05-10,Tuesday,May,May,5,2,2022,1
20220511,2022-05-11,Wednesday,May,May,5,2,2022,1
20220512,2022-05-12,Thursday,May,May,5,2,2022,1
20220513,2022-05-13,Friday,May,May,5,2,2022,1
20220514,2022-05-14,Saturday,May,May,5,2,2022,1
20220515,2022-05-15,Sunday,May,May,5,2,2022,1
20220516,2022-05-16,Monday,May,May,5,2,2022,1
20220517,2022-05-17,Tuesday,May,May,5,2,2022,1
20220518,2022-05-18,Wednesday,May,May,5,2,2022,1
20220519,2022-05-19,Thursday,May,May,5,2,2022,1
20220520,2022-05-20,Friday,May,May,5,2,2022,1
20220521,2022-05-21,Saturday,May,May,5,2,2022,1
20220522,2022-05-22,Sunday,May,May,5,2,2022,1
20220523,2022-05-23,Monday,May,May,5,2,2022,1
20220524,2022-05-24,Tuesday,May,May,5,2,2022,1
20220525,2022-05-25,Wednesday,May,May,5,2,2022,1
20220526,2022-05-26,Thursday,May,May,5,2,2022,1
20220527,2022-05-27,Friday,May,May,5,2,2022,1
20220528,2022-05-28,Saturday,May,May,5,2,2022,1
20220529,2022-05-29,Sunday,May,May,5,2,2022,1
20220530,2022-05-30,Monday,May,May,5,2,2022,1
20220531,2022-05-31,Tuesday,May,May,5,2,2022,1
20220601,2022-06-01,Wednesday,June,Jun,6,2,2022,1
20220602,2022-06-02,Thursday,June,Jun,6,2,2022,1
20220603,2022-06-03,Friday,June,Jun,6,2,2022,1
20220604,2022-06-04,Saturday,June,Jun,6,2,2022,1
20220605,2022-06-05,Sunday,June,Jun,6,2,2022,1
20220606,2022-06-06,Monday,June,Jun,6,2,2022,1
20220607,2022-06-07,Tuesday,June,Jun,6,2,2022,1
20220608,2022-06-08,Wednesday,June,Jun,6,2,2022,1
20220609,2022-06-09,Thursday,June,Jun,6,2,2022,1
20220610,2022-06-10,Friday,June,Jun,6,2,2022,1
20220611,2022-06-11,Saturday,June,Jun,6,2,2022,1
20220612,2022-06-12,Sunday,June,Jun,6,2,2022,1
20220613,2022-06-13,Monday,June,Jun,6,2,2022,1
20220614,2022-06-14,Tuesday,June,Jun,6,2,2022,1
20220615,2022-06-15,Wednesday,June,Jun,6,2,2022,1
20220616,2022-06-16,Thursday,June,Jun,6,2,2022,1
20220617,2022-06-17,Friday,June,Jun,6,2,2022,1
20220618,2022-06-18,Saturday,June,Jun,6,2,2022,1
20220619,2022-06-19,Sunday,June,Jun,6,2,2022,1
20220620,2022-06-20,Monday,June,Jun,6,2,2022,1
20220621,2022-06-21,Tuesday,June,Jun,6,2,2022,1
20220622,2022-06-22,Wednesday,June,Jun,6,2,2022,1
20220623,2022-06-23,Thursday,June,Jun,6,2,2022,1
20220624,2022-06-24,Friday,June,Jun,6,2,2022,1
20220625,2022-06-25,Saturday,June,Jun,6,2,2022,1
20220626,2022-06-26,Sunday,June,Jun,6,2,2022,1
20220627,2022-06-27,Monday,June,Jun,6,2,2022,1
20220628,2022-06-28,Tuesday,June,Jun,6,2,2022,1
20220629,2022-06-29,Wednesday,June,Jun,6,2,2022,1
20220630,2022-06-30,Thursday,June,Jun,6,2,2022,1
20220701,2022-07-01,Friday,July,Jul,7,3,2022,2
20220702,2022-07-02,Saturday,July,Jul,7,3,2022,2
20220703,2022-07-03,Sunday,July,Jul,7,3,2022,2
20220704,2022-07-04,Monday,July,Jul,7,3,2022,2
20220705,2022-07-05,Tuesday,July,Jul,7,3,2022,2
20220706,2022-07-06,Wednesday,July,Jul,7,3,2022,2
20220707,2022-07-07,Thursday,July,Jul,7,3,2022,2
20220708,2022-07-08,Friday,July,Jul,7,3,2022,2
20220709,2022-07-09,Saturday,July,Jul,7,3,2022,2
20220710,2022-07-10,Sunday,July,Jul,7,3,2022,2
20220711,2022-07-11,Monday,July,Jul,7,3,2022,2
20220712,2022-07-12,Tuesday,July,Jul,7,3,2022,2
20220713,2022-07-13,Wednesday,July,Jul,7,3,2022,2
20220714,2022-07-14,Thursday,July,Jul,7,3,2022,2
20220715,2022-07-15,Friday,July,Jul,7,3,2022,2
20220716,2022-07-16,Saturday,July,Jul,7,3,2022,2
20220717,2022-07-17,Sunday,July,Jul,7,3,2022,2
20220718,2022-07-18,Monday,July,Jul,7,3,2022,2
20220719,2022-07-19,Tuesday,July,Jul,7,3,2022,2
20220720,2022-07-20,Wednesday,July,Jul,7,3,2022,2
20220721,2022-07-21,Thursday,July,Jul,7,3,2022,2
20220722,2022-07-22,Friday,July,Jul,7,3,2022,2
20220723,2022-07-23,Saturday,July,Jul,7,3,2022,2
20220724,2022-07-24,Sunday,July,Jul,7,3,2022,2
20220725,2022-07-25,Monday,July,Jul,7,3,2022,2
20220726,2022-07-26,Tuesday,July,Jul,7,3,2022,2
20220727,2022-07-27,Wednesday,July,Jul,7,3,2022,2
20220728,2022-07-28,Thursday,July,Jul,7,3,2022,2
20220729,2022-07-29,Friday,July,Jul,7,3,2022,2
20220730,2022-07-30,Saturday,July,Jul,7,3,2022,2
20220731,2022-07-31,Sunday,July,Jul,7,3,2022,2
20220801,2022-08-01,Monday,August,Aug,8,3,2022,2
20220802,2022-08-02,Tuesday,August,Aug,8,3,2022,2
20220803,2022-08-03,Wednesday,August,Aug,8,3,2022,2
20220804,2022-08-04,Thursday,August,Aug,8,3,2022,2
20220805,2022-08-05,Friday,August,Aug,8,3,2022,2
20220806,2022-08-06,Saturday,August,Aug,8,3,2022,2
20220807,2022-08-07,Sunday,August,Aug,8,3,2022,2
20220808,2022-08-08,Monday,August,Aug,8,3,2022,2
20220809,2022-08-09,Tuesday,August,Aug,8,3,2022,2
20220810,2022-08-10,Wednesday,August,Aug,8,3,2022,2
20220811,2022-08-11,Thursday,August,Aug,8,3,2022,2
20220812,2022-08-12,Friday,August,Aug,8,3,2022,2
20220813,2022-08-13,Saturday,August,Aug,8,3,2022,2
20220814,2022-08-14,Sunday,August,Aug,8,3,2022,2
20220815,2022-08-15,Monday,August,Aug,8,3,2022,2
20220816,2022-08-16,Tuesday,August,Aug,8,3,2022,2
20220817,2022-08-17,Wednesday,August,Aug,8,3,2022,2
20220818,2022-08-18,Thursday,August,Aug,8,3,2022,2
20220819,2022-08-19,Friday,August,Aug,8,3,2022,2
20220820,2022-08-20,Saturday,August,Aug,8,3,2022,2
20220821,2022-08-21,Sunday,August,Aug,8,3,2022,2
20220822,2022-08-22,Monday,August,Aug,8,3,2022,2
20220823,2022-08-23,Tuesday,August,Aug,8,3,2022,2
20220824,2022-08-24,Wednesday,August,Aug,8,3,2022,2
20220825,2022-08-25,Thursday,August,Aug,8,3,2022,2
20220826,2022-08-26,Friday,August,Aug,8,3,2022,2
20220827,2022-08-27,Saturday,August,Aug,8,3,2022,2
20220828,2022-08-28,Sunday,August,Aug,8,3,2022,2
20220829,2022-08-29,Monday,August,Aug,8,3,2022,2
20220830,2022-08-30,Tuesday,August,Aug,8,3,2022,2
20220831,2022-08-31,Wednesday,August,Aug,8,3,2022,2
20220901,2022-09-01,Thursday,September,Sep,9,3,2022,2
20220902,2022-09-02,Friday,September,Sep,9,3,2022,2
20220903,2022-09-03,Saturday,September,Sep,9,3,2022,2
20220904,2022-09-04,Sunday,September,Sep,9,3,2022,2
20220905,2022-09-05,Monday,September,Sep,9,3,2022,2
20220906,2022-09-06,Tuesday,September,Sep,9,3,2022,2
20220907,2022-09-07,Wednesday,September,Sep,9,3,2022,2
20220908,2022-09-08,Thursday,September,Sep,9,3,2022,2
20220909,2022-09-09,Friday,September,Sep,9,3,2022,2
20220910,2022-09-10,Saturday,September,Sep,9,3,2022,2
20220911,2022-09-11,Sunday,September,Sep,9,3,2022,2
20220912,2022-09-12,Monday,September,Sep,9,3,2022,2
20220913,2022-09-13,Tuesday,September,Sep,9,3,2022,2
20220914,2022-09-14,Wednesday,September,Sep,9,3,2022,2
20220915,2022-09-15,Thursday,September,Sep,9,3,2022,2
20220916,2022-09-16,Friday,September,Sep,9,3,2022,2
20220917,2022-09-17,Saturday,September,Sep,9,3,2022,2
20220918,2022-09-18,Sunday,September,Sep,9,3,2022,2
20220919,2022-09-19,Monday,September,Sep,9,3,2022,2
20220920,2022-09-20,Tuesday,September,Sep,9,3,2022,2
20220921,2022-09-21,Wednesday,September,Sep,9,3,2022,2
20220922,2022-09-22,Thursday,September,Sep,9,3,2022,2
20220923,2022-09-23,Friday,September,Sep,9,3,2022,2
20220924,2022-09-24,Saturday,September,Sep,9,3,2022,2
20220925,2022-09-25,Sunday,September,Sep,9,3,2022,2
20220926,2022-09-26,Monday,September,Sep,9,3,2022,2
20220927,2022-09-27,Tuesday,September,Sep,9,3,2022,2
20220928,2022-09-28,Wednesday,September,Sep,9,3,2022,2
20220929,2022-09-29,Thursday,September,Sep,9,3,2022,2
20220930,2022-09-30,Friday,September,Sep,9,3,2022,2
20221001,2022-10-01,Saturday,October,Oct,10,4,2022,2
20221002,2022-10-02,Sunday,October,Oct,10,4,2022,2
20221003,2022-10-03,Monday,October,Oct,10,4,2022,2
20221004,2022-10-04,Tuesday,October,Oct,10,4,2022,2
20221005,2022-10-05,Wednesday,October,Oct,10,4,2022,2
20221006,2022-10-06,Thursday,October,Oct,10,4,2022,2
20221007,2022-10-07,Friday,October,Oct,10,4,2022,2
20221008,2022-10-08,Saturday,October,Oct,10,4,2022,2
20221009,2022-10-09,Sunday,October,Oct,10,4,2022,2
20221010,2022-10-10,Monday,October,Oct,10,4,2022,2
20221011,2022-10-11,Tuesday,October,Oct,10,4,2022,2
20221012,2022-10-12,Wednesday,October,Oct,10,4,2022,2
20221013,2022-10-13,Thursday,October,Oct,10,4,2022,2
20221014,2022-10-14,Friday,October,Oct,10,4,2022,2
20221015,2022-10-15,Saturday,October,Oct,10,4,2022,2
20221016,2022-10-16,Sunday,October,Oct,10,4,2022,2
20221017,2022-10-17,Monday,October,Oct,10,4,2022,2
20221018,2022-10-18,Tuesday,October,Oct,10,4,2022,2
20221019,2022-10-19,Wednesday,October,Oct,10,4,2022,2
20221020,2022-10-20,Thursday,October,Oct,10,4,2022,2
20221021,2022-10-21,Friday,October,Oct,10,4,2022,2
20221022,2022-10-22,Saturday,October,Oct,10,4,2022,2
20221023,2022-10-23,Sunday,October,Oct,10,4,2022,2
20221024,2022-10-24,Monday,October,Oct,10,4,2022,2
20221025,2022-10-25,Tuesday,October,Oct,10,4,2022,2
20221026,2022-10-26,Wednesday,October,Oct,10,4,2022,2
20221027,2022-10-27,Thursday,October,Oct,10,4,2022,2
20221028,2022-10-28,Friday,October,Oct,10,4,2022,2
20221029,2022-10-29,Saturday,October,Oct,10,4,2022,2
20221030,2022-10-30,Sunday,October,Oct,10,4,2022,2
20221031,2022-10-31,Monday,October,Oct,10,4,2022,2
20221101,2022-11-01,Tuesday,November,Nov,11,4,2022,2
20221102,2022-11-02,Wednesday,November,Nov,11,4,2022,2
20221103,2022-11-03,Thursday,November,Nov,11,4,2022,2
20221104,2022-11-04,Friday,November,Nov,11,4,2022,2
20221105,2022-11-05,Saturday,November,Nov,11,4,2022,2
20221106,2022-11-06,Sunday,November,Nov,11,4,2022,2
20221107,2022-11-07,Monday,November,Nov,11,4,2022,2
20221108,2022-11-08,Tuesday,November,Nov,11,4,2022,2
20221109,2022-11-09,Wednesday,November,Nov,11,4,2022,2
20221110,2022-11-10,Thursday,November,Nov,11,4,2022,2
20221111,2022-11-11,Friday,November,Nov,11,4,2022,2
20221112,2022-11-12,Saturday,November,Nov,11,4,2022,2
20221113,2022-11-13,Sunday,November,Nov,11,4,2022,2
20221114,2022-11-14,Monday,November,Nov,11,4,2022,2
20221115,2022-11-15,Tuesday,November,Nov,11,4,2022,2
20221116,2022-11-16,Wednesday,November,Nov,11,4,2022,2
20221117,2022-11-17,Thursday,November,Nov,11,4,2022,2
20221118,2022-11-18,Friday,November,Nov,11,4,2022,2
20221119,2022-11-19,Saturday,November,Nov,11,4,2022,2
20221120,2022-11-20,Sunday,November,Nov,11,4,2022,2
20221121,2022-11-21,Monday,November,Nov,11,4,2022,2
20221122,2022-11-22,Tuesday,November,Nov,11,4,2022,2
20221123,2022-11-23,Wednesday,November,Nov,11,4,2022,2
20221124,2022-11-24,Thursday,November,Nov,11,4,2022,2
20221125,2022-11-25,Friday,November,Nov,11,4,2022,2
20221126,2022-11-26,Saturday,November,Nov,11,4,2022,2
20221127,2022-11-27,Sunday,November,Nov,11,4,2022,2
20221128,2022-11-28,Monday,November,Nov,11,4,2022,2
20221129,2022-11-29,Tuesday,November,Nov,11,4,2022,2
20221130,2022-11-30,Wednesday,November,Nov,11,4,2022,2
20221201,2022-12-01,Thursday,December,Dec,12,4,2022,2
20221202,2022-12-02,Friday,December,Dec,12,4,2022,2
20221203,2022-12-03,Saturday,December,Dec,12,4,2022,2
20221204,2022-12-04,Sunday,December,Dec,12,4,2022,2
20221205,2022-12-05,Monday,December,Dec,12,4,2022,2
20221206,2022-12-06,Tuesday,December,Dec,12,4,2022,2
20221207,2022-12-07,Wednesday,December,Dec,12,4,2022,2
20221208,2022-12-08,Thursday,December,Dec,12,4,2022,2
20221209,2022-12-09,Friday,December,Dec,12,4,2022,2
20221210,2022-12-10,Saturday,December,Dec,12,4,2022,2
20221211,2022-12-11,Sunday,December,Dec,12,4,2022,2
20221212,2022-12-12,Monday,December,Dec,12,4,2022,2
20221213,2022-12-13,Tuesday,December,Dec,12,4,2022,2
20221214,2022-12-14,Wednesday,December,Dec,12,4,2022,2
20221215,2022-12-15,Thursday,December,Dec,12,4,2022,2
20221216,2022-12-16,Friday,December,Dec,12,4,2022,2
20221217,2022-12-17,Saturday,December,Dec,12,4,2022,2
20221218,2022-12-18,Sunday,December,Dec,12,4,2022,2
20221219,2022-12-19,Monday,December,Dec,12,4,2022,2
20221220,2022-12-20,Tuesday,December,Dec,12,4,2022,2
20221221,2022-12-21,Wednesday,December,Dec,12,4,2022,2
20221222,2022-12-22,Thursday,December,Dec,12,4,2022,2
20221223,2022-12-23,Friday,December,Dec,12,4,2022,2
20221224,2022-12-24,Saturday,December,Dec,12,4,2022,2
20221225,2022-12-25,Sunday,December,Dec,12,4,2022,2
20221226,2022-12-26,Monday,December,Dec,12,4,2022,2
20221227,2022-12-27,Tuesday,December,Dec,12,4,2022,2
20221228,2022-12-28,Wednesday,December,Dec,12,4,2022,2
20221229,2022-12-29,Thursday,December,Dec,12,4,2022,2
20221230,2022-12-30,Friday,December,Dec,12,4,2022,2
20221231,2022-12-31,Saturday,December,Dec,12,4,2022,2
20230101,2023-01-01,Sunday,January,Jan,1,1,2023,1
20230102,2023-01-02,Monday,January,Jan,1,1,2023,1
20230103,2023-01-03,Tuesday,January,Jan,1,1,2023,1
20230104,2023-01-04,Wednesday,January,Jan,1,1,2023,1
20230105,2023-01-05,Thursday,January,Jan,1,1,2023,1
20230106,2023-01-06,Friday,January,Jan,1,1,2023,1
20230107,2023-01-07,Saturday,January,Jan,1,1,2023,1
20230108,2023-01-08,Sunday,January,Jan,1,1,2023,1
20230109,2023-01-09,Monday,January,Jan,1,1,2023,1
20230110,2023-01-10,Tuesday,January,Jan,1,1,2023,1
20230111,2023-01-11,Wednesday,January,Jan,1,1,2023,1
20230112,2023-01-12,Thursday,January,Jan,1,1,2023,1
20230113,2023-01-13,Friday,January,Jan,1,1,2023,1
20230114,2023-01-14,Saturday,January,Jan,1,1,2023,1
20230115,2023-01-15,Sunday,January,Jan,1,1,2023,1
20230116,2023-01-16,Monday,January,Jan,1,1,2023,1
20230117,2023-01-17,Tuesday,January,Jan,1,1,2023,1
20230118,2023-01-18,Wednesday,January,Jan,1,1,2023,1
20230119,2023-01-19,Thursday,January,Jan,1,1,2023,1
20230120,2023-01-20,Friday,January,Jan,1,1,2023,1
20230121,2023-01-21,Saturday,January,Jan,1,1,2023,1
20230122,2023-01-22,Sunday,January,Jan,1,1,2023,1
20230123,2023-01-23,Monday,January,Jan,1,1,2023,1
20230124,2023-01-24,Tuesday,January,Jan,1,1,2023,1
20230125,2023-01-25,Wednesday,January,Jan,1,1,2023,1
20230126,2023-01-26,Thursday,January,Jan,1,1,2023,1
20230127,2023-01-27,Friday,January,Jan,1,1,2023,1
20230128,2023-01-28,Saturday,January,Jan,1,1,2023,1
20230129,2023-01-29,Sunday,January,Jan,1,1,2023,1
20230130,2023-01-30,Monday,January,Jan,1,1,2023,1
20230131,2023-01-31,Tuesday,January,Jan,1,1,2023,1
20230201,2023-02-01,Wednesday,February,Feb,2,1,2023,1
20230202,2023-02-02,Thursday,February,Feb,2,1,2023,1
20230203,2023-02-03,Friday,February,Feb,2,1,2023,1
20230204,2023-02-04,Saturday,February,Feb,2,1,2023,1
20230205,2023-02-05,Sunday,February,Feb,2,1,2023,1
20230206,2023-02-06,Monday,February,Feb,2,1,2023,1
20230207,2023-02-07,Tuesday,February,Feb,2,1,2023,1
20230208,2023-02-08,Wednesday,February,Feb,2,1,2023,1
20230209,2023-02-09,Thursday,February,Feb,2,1,2023,1
20230210,2023-02-10,Friday,February,Feb,2,1,2023,1
20230211,2023-02-11,Saturday,February,Feb,2,1,2023,1
20230212,2023-02-12,Sunday,February,Feb,2,1,2023,1
20230213,2023-02-13,Monday,February,Feb,2,1,2023,1
20230214,2023-02-14,Tuesday,February,Feb,2,1,2023,1
20230215,2023-02-15,Wednesday,February,Feb,2,1,2023,1
20230216,2023-02-16,Thursday,February,Feb,2,1,2023,1
20230217,2023-02-17,Friday,February,Feb,2,1,2023,1
20230218,2023-02-18,Saturday,February,Feb,2,1,2023,1
20230219,2023-02-19,Sunday,February,Feb,2,1,2023,1
20230220,2023-02-20,Monday,February,Feb,2,1,2023,1
20230221,2023-02-21,Tuesday,February,Feb,2,1,2023,1
20230222,2023-02-22,Wednesday,February,Feb,2,1,2023,1
20230223,2023-02-23,Thursday,February,Feb,2,1,2023,1
20230224,2023-02-24,Friday,February,Feb,2,1,2023,1
20230225,2023-02-25,Saturday,February,Feb,2,1,2023,1
20230226,2023-02-26,Sunday,February,Feb,2,1,2023,1
20230227,2023-02-27,Monday,February,Feb,2,1,2023,1
20230228,2023-02-28,Tuesday,February,Feb,2,1,2023,1
20230301,2023-03-01,Wednesday,March,Mar,3,1,2023,1
20230302,2023-03-02,Thursday,March,Mar,3,1,2023,1
20230303,2023-03-03,Friday,March,Mar,3,1,2023,1
20230304,2023-03-04,Saturday,March,Mar,3,1,2023,1
20230305,2023-03-05,Sunday,March,Mar,3,1,2023,1
20230306,2023-03-06,Monday,March,Mar,3,1,2023,1
20230307,2023-03-07,Tuesday,March,Mar,3,1,2023,1
20230308,2023-03-08,Wednesday,March,Mar,3,1,2023,1
20230309,2023-03-09,Thursday,March,Mar,3,1,2023,1
20230310,2023-03-10,Friday,March,Mar,3,1,2023,1
20230311,2023-03-11,Saturday,March,Mar,3,1,2023,1
20230312,2023-03-12,Sunday,March,Mar,3,1,2023,1
20230313,2023-03-13,Monday,March,Mar,3,1,2023,1
20230314,2023-03-14,Tuesday,March,Mar,3,1,2023,1
20230315,2023-03-15,Wednesday,March,Mar,3,1,2023,1
20230316,2023-03-16,Thursday,March,Mar,3,1,2023,1
20230317,2023-03-17,Friday,March,Mar,3,1,2023,1
20230318,2023-03-18,Saturday,March,Mar,3,1,2023,1
20230319,2023-03-19,Sunday,March,Mar,3,1,2023,1
20230320,2023-03-20,Monday,March,Mar,3,1,2023,1
20230321,2023-03-21,Tuesday,March,Mar,3,1,2023,1
20230322,2023-03-22,Wednesday,March,Mar,3,1,2023,1
20230323,2023-03-23,Thursday,March,Mar,3,1,2023,1
20230324,2023-03-24,Friday,March,Mar,3,1,2023,1
20230325,2023-03-25,Saturday,March,Mar,3,1,2023,1
20230326,2023-03-26,Sunday,March,Mar,3,1,2023,1
20230327,2023-03-27,Monday,March,Mar,3,1,2023,1
20230328,2023-03-28,Tuesday,March,Mar,3,1,2023,1
20230329,2023-03-29,Wednesday,March,Mar,3,1,2023,1
20230330,2023-03-30,Thursday,March,Mar,3,1,2023,1
20230331,2023-03-31,Friday,March,Mar,3,1,2023,1
20230401,2023-04-01,Saturday,April,Apr,4,2,2023,1
20230402,2023-04-02,Sunday,April,Apr,4,2,2023,1
20230403,2023-04-03,Monday,April,Apr,4,2,2023,1
20230404,2023-04-04,Tuesday,April,Apr,4,2,2023,1
20230405,2023-04-05,Wednesday,April,Apr,4,2,2023,1
20230406,2023-04-06,Thursday,April,Apr,4,2,2023,1
20230407,2023-04-07,Friday,April,Apr,4,2,2023,1
20230408,2023-04-08,Saturday,April,Apr,4,2,2023,1
20230409,2023-04-09,Sunday,April,Apr,4,2,2023,1
20230410,2023-04-10,Monday,April,Apr,4,2,2023,1
20230411,2023-04-11,Tuesday,April,Apr,4,2,2023,1
20230412,2023-04-12,Wednesday,April,Apr,4,2,2023,1
20230413,2023-04-13,Thursday,April,Apr,4,2,2023,1
20230414,2023-04-14,Friday,April,Apr,4,2,2023,1
20230415,2023-04-15,Saturday,April,Apr,4,2,2023,1
20230416,2023-04-16,Sunday,April,Apr,4,2,2023,1
20230417,2023-04-17,Monday,April,Apr,4,2,2023,1
20230418,2023-04-18,Tuesday,April,Apr,4,2,2023,1
20230419,2023-04-19,Wednesday,April,Apr,4,2,2023,1
20230420,2023-04-20,Thursday,April,Apr,4,2,2023,1
20230421,2023-04-21,Friday,April,Apr,4,2,2023,1
20230422,2023-04-22,Saturday,April,Apr,4,2,2023,1
20230423,2023-04-23,Sunday,April,Apr,4,2,2023,1
20230424,2023-04-24,Monday,April,Apr,4,2,2023,1
20230425,2023-04-25,Tuesday,April,Apr,4,2,2023,1
20230426,2023-04-26,Wednesday,April,Apr,4,2,2023,1
20230427,2023-04-27,Thursday,April,Apr,4,2,2023,1
20230428,2023-04-28,Friday,April,Apr,4,2,2023,1
20230429,2023-04-29,Saturday,April,Apr,4,2,2023,1
20230430,2023-04-30,Sunday,April,Apr,4,2,2023,1
20230501,2023-05-01,Monday,May,May,5,2,2023,1
20230502,2023-05-02,Tuesday,May,May,5,2,2023,1
20230503,2023-05-03,Wednesday,May,May,5,2,2023,1
20230504,2023-05-04,Thursday,May,May,5,2,2023,1
20230505,2023-05-05,Friday,May,May,5,2,2023,1
20230506,2023-05-06,Saturday,May,May,5,2,2023,1
20230507,2023-05-07,Sunday,May,May,5,2,2023,1
20230508,2023-05-08,Monday,May,May,5,2,2023,1
20230509,2023-05-09,Tuesday,May,May,5,2,2023,1
20230510,2023-05-10,Wednesday,May,May,5,2,2023,1
20230511,2023-05-11,Thursday,May,May,5,2,2023,1
20230512,2023-05-12,Friday,May,May,5,2,2023,1
20230513,2023-05-13,Saturday,May,May,5,2,2023,1
20230514,2023-05-14,Sunday,May,May,5,2,2023,1
20230515,2023-05-15,Monday,May,May,5,2,2023,1
20230516,2023-05-16,Tuesday,May,May,5,2,2023,1
20230517,2023-05-17,Wednesday,May,May,5,2,2023,1
20230518,2023-05-18,Thursday,May,May,5,2,2023,1
20230519,2023-05-19,Friday,May,May,5,2,2023,1
20230520,2023-05-20,Saturday,May,May,5,2,2023,1
20230521,2023-05-21,Sunday,May,May,5,2,2023,1
20230522,2023-05-22,Monday,May,May,5,2,2023,1
20230523,2023-05-23,Tuesday,May,May,5,2,2023,1
20230524,2023-05-24,Wednesday,May,May,5,2,2023,1
20230525,2023-05-25,Thursday,May,May,5,2,2023,1
20230526,2023-05-26,Friday,May,May,5,2,2023,1
20230527,2023-05-27,Saturday,May,May,5,2,2023,1
20230528,2023-05-28,Sunday,May,May,5,2,2023,1
20230529,2023-05-29,Monday,May,May,5,2,2023,1
20230530,2023-05-30,Tuesday,May,May,5,2,2023,1
20230531,2023-05-31,Wednesday,May,May,5,2,2023,1
20230601,2023-06-01,Thursday,June,Jun,6,2,2023,1
20230602,2023-06-02,Friday,June,Jun,6,2,2023,1
20230603,2023-06-03,Saturday,June,Jun,6,2,2023,1
20230604,2023-06-04,Sunday,June,Jun,6,2,2023,1
20230605,2023-06-05,Monday,June,Jun,6,2,2023,1
20230606,2023-06-06,Tuesday,June,Jun,6,2,2023,1
20230607,2023-06-07,Wednesday,June,Jun,6,2,2023,1
20230608,2023-06-08,Thursday,June,Jun,6,2,2023,1
20230609,2023-06-09,Friday,June,Jun,6,2,2023,1
20230610,2023-06-10,Saturday,June,Jun,6,2,2023,1
20230611,2023-06-11,Sunday,June,Jun,6,2,2023,1
20230612,2023-06-12,Monday,June,Jun,6,2,2023,1
20230613,2023-06-13,Tuesday,June,Jun,6,2,2023,1
20230614,2023-06-14,Wednesday,June,Jun,6,2,2023,1
20230615,2023-06-15,Thursday,June,Jun,6,2,2023,1
20230616,2023-06-16,Friday,June,Jun,6,2,2023,1
20230617,2023-06-17,Saturday,June,Jun,6,2,2023,1
20230618,2023-06-18,Sunday,June,Jun,6,2,2023,1
20230619,2023-06-19,Monday,June,Jun,6,2,2023,1
